HOUSEID,WTHHFIN,WTHHFIN5D,WTHHFIN2D,NUMADLT,HOMEOWN,HOMETYPE,RAIL,CENSUS_D,CENSUS_R,HH_HISP,DRVRCNT,CNTTDHH,CDIVMSAR,FLAG100,HHFAMINC,HHFAMINC_IMP,HH_RACE,HHSIZE,HHVEHCNT,HHRELATD,LIF_CYC,MSACAT,MSASIZE,TRAVDAY,URBAN,URBANSIZE,URBRUR,PPT517,YOUNGCHILD,RESP_CNT,URBRUR_2010,TDAYDATE,WRKCOUNT,STRATUMID
9000098630,7307.413063,9716.465067,0,2,2,1,2,2,1,2,2,10,22,1,1,1,1,2,2,1,10,2,4,6,1,5,1,0,0,2,1,202207,0,1023
9000098632,26231.55005,37196.15238,0,2,1,1,2,5,3,2,2,3,52,1,7,7,2,3,2,1,4,2,4,2,1,5,1,0,1,2,1,202206,2,1029
9000098634,14990.90953,0,51080.91095,3,1,1,2,9,4,2,3,9,93,1,4,4,1,3,3,1,10,3,2,1,2,6,1,0,0,3,1,202207,0,1037
9000098642,43845.19224,65198.15651,0,2,1,1,1,2,1,2,2,4,21,1,11,11,1,4,2,1,4,1,5,3,1,4,1,0,2,2,1,202207,2,1023
9000098648,16306.27956,23170.76001,0,2,3,1,2,5,3,2,2,5,53,1,6,6,1,3,2,1,6,3,3,2,1,2,1,1,0,3,1,202206,2,1029
9000098649,41645.03903,63211.85509,0,1,2,1,1,5,3,2,1,3,51,1,11,11,2,1,3,2,1,1,5,6,1,4,1,0,0,1,1,202206,1,1029
9000098662,75945.88514,116037.0822,0,1,1,2,2,9,4,2,1,3,92,1,11,11,1,1,2,2,1,2,5,6,1,5,1,0,0,1,1,202206,1,1037
9000098669,13638.80906,18020.76831,0,1,1,1,2,5,3,2,1,4,53,1,5,5,1,1,6,2,9,3,1,3,1,1,1,0,0,1,1,202207,0,1029
9000098681,22234.86259,0,71900.60378,2,2,2,2,5,3,2,2,4,53,1,7,7,1,3,4,1,6,3,3,7,1,3,1,1,0,3,1,202207,1,1029
9000098689,26464.80465,0,113828.3497,1,3,2,1,5,3,2,1,2,51,1,7,7,1,1,1,2,1,1,5,7,1,4,1,0,0,1,1,202206,1,1029
9000098693,32763.04084,45126.01451,0,1,1,2,2,2,1,2,1,5,23,1,7,7,1,1,2,2,1,3,3,2,1,3,1,0,0,1,1,202206,1,1023
9000098704,6367.525672,8977.543436,0,2,1,1,2,5,3,2,2,4,53,1,8,8,1,2,2,1,10,3,1,2,4,6,2,0,0,2,2,202207,0,1030
9000098707,30712.01033,0,99262.03171,2,2,1,1,2,1,2,1,2,21,1,6,6,1,2,1,1,10,1,5,1,1,4,1,0,0,2,1,202206,0,1023
9000098715,26013.16869,32932.42243,0,2,1,1,2,2,1,2,2,8,23,1,4,4,1,6,2,1,6,3,1,2,2,6,1,4,0,6,1,202206,1,1023
9000098718,15431.3394,22830.56862,0,2,1,1,2,5,3,2,2,4,52,1,10,10,1,2,2,1,10,2,4,3,1,5,1,0,0,2,1,202207,1,1029
9000098725,14839.65933,21625.00583,0,2,1,1,1,1,1,2,2,7,11,1,11,11,1,2,1,1,10,1,5,3,1,4,1,0,0,2,1,202206,0,1021
9000098731,11711.28434,0,26350.42054,2,1,1,2,6,3,2,2,5,63,1,10,10,1,2,2,1,10,3,3,1,1,3,1,0,0,2,1,202206,2,1031
9000098733,33131.0656,44392.81252,0,4,3,1,2,5,3,2,3,4,53,1,6,6,2,4,2,1,10,3,1,3,4,6,2,0,0,4,2,202206,3,1030
9000098734,45461.47362,0,209561.3322,1,1,1,1,1,1,1,0,0,13,1,1,1,97,3,2,1,5,3,3,1,1,1,1,2,0,3,1,202206,1,1021
9000098743,130880.9645,0,338064.8707,2,3,3,1,2,1,2,2,1,21,1,2,2,1,2,1,1,2,1,5,7,1,4,1,0,0,2,1,202206,0,1023
9000098776,63508.41526,83207.10532,0,2,3,1,2,3,2,2,2,18,34,1,6,6,1,5,2,1,4,4,6,5,4,6,2,3,0,5,2,202206,2,1026
9000098783,28896.87317,40326.66147,0,2,3,1,2,7,3,2,2,3,74,1,4,4,1,3,2,1,6,4,6,2,4,6,2,1,0,3,2,202207,1,1034
9000098812,14021.03491,18954.61071,0,1,2,1,2,5,3,2,1,1,53,1,6,6,1,1,2,2,9,3,3,6,1,3,1,0,0,1,2,202208,0,1030
9000098826,9107.474207,12561.68605,0,2,1,1,2,5,3,2,2,0,52,1,6,6,1,2,2,1,10,2,4,2,4,6,2,0,0,2,2,202207,0,1030
9000098836,22655.18981,0,69962.54335,1,1,1,2,4,2,2,1,7,43,1,7,7,1,1,1,2,1,3,1,1,4,6,2,0,0,1,2,202206,1,1028
9000098853,9491.882222,12395.93201,0,1,2,1,2,5,3,2,1,4,52,1,7,7,1,1,1,2,9,2,4,2,1,1,1,0,0,1,2,202206,0,1030
9000098867,57804.19394,71548.52403,0,2,1,4,2,9,4,2,2,3,92,1,7,7,1,3,11,1,4,2,5,6,4,6,2,0,1,2,2,202206,2,1038
9000098872,5181.446562,7107.669529,0,2,2,1,2,7,3,2,2,3,73,1,6,6,1,2,2,1,10,3,1,6,4,6,2,0,0,2,2,202207,1,1034
9000098887,8500.671629,12187.97202,0,1,3,2,2,4,2,2,1,2,43,1,3,3,1,1,1,2,9,3,1,3,4,6,2,0,0,1,2,202206,0,1028
9000098888,43865.41883,54096.82363,0,3,1,1,2,6,3,2,3,6,63,1,6,6,1,3,4,1,2,3,1,3,4,6,2,0,0,3,2,202208,0,1032
9000098895,14756.19019,21981.77875,0,2,3,4,2,4,2,2,2,0,43,1,3,3,1,4,1,1,4,3,1,3,4,6,2,1,1,3,2,202206,1,1028
9000098900,18224.9284,23264.23523,0,2,1,1,2,5,3,2,2,2,52,1,4,4,1,2,2,1,2,2,4,3,4,6,2,0,0,2,2,202206,1,1030
9000098909,14304.67596,18998.218,0,3,1,1,2,5,3,2,4,5,53,1,6,6,1,4,3,1,8,3,1,5,4,6,2,1,0,4,2,202207,2,1030
9000098910,30463.72814,37676.60751,0,1,2,1,2,6,3,2,1,0,63,1,3,3,1,1,1,2,9,3,1,6,4,6,2,0,0,1,2,202206,0,1032
9000098917,5290.686792,0,15815.48683,2,2,1,2,5,3,2,2,4,52,1,11,11,1,2,3,1,10,2,4,1,4,6,2,0,0,2,2,202207,2,1030
9000098939,17741.6429,23185.77888,0,2,2,1,2,8,4,2,2,5,83,1,10,10,1,2,2,1,10,3,3,3,1,3,1,0,0,2,2,202207,0,1036
9000098942,22408.36452,31580.84637,0,3,1,4,2,7,3,2,2,8,73,1,7,7,1,4,2,1,6,3,3,3,4,6,2,1,0,4,2,202206,2,1034
9000098950,70994.38025,93798.09925,0,1,2,4,2,5,3,2,1,0,53,1,1,1,1,1,1,2,1,3,3,4,4,6,2,0,0,1,2,202208,0,1030
9000098958,20639.7913,23186.88315,0,2,2,1,2,6,3,2,2,2,62,1,5,5,1,2,3,1,10,2,4,3,4,6,2,0,0,2,2,202206,0,1032
9000098967,39479.49296,61506.10406,0,3,2,1,2,4,2,2,3,7,43,1,5,5,1,3,4,1,8,3,3,5,4,6,2,0,0,3,2,202207,0,1028
9000098974,5801.826148,7436.070783,0,1,2,1,2,4,2,2,1,3,43,1,1,1,1,1,2,2,1,3,1,2,2,6,1,0,0,1,1,202206,0,1028
9000098976,33216.83508,45198.08889,0,2,1,4,2,5,3,2,2,0,54,1,4,4,1,3,2,1,4,4,6,6,4,6,2,0,1,2,2,202206,2,1030
9000099008,18464.45109,24375.5658,0,2,2,1,2,8,4,2,2,2,83,1,6,6,1,2,4,1,10,3,1,5,2,6,1,0,0,2,2,202206,0,1036
9000099011,31505.70382,35875.33577,0,1,2,1,2,8,4,1,1,6,83,1,6,6,1,2,2,1,5,3,1,6,4,6,2,1,0,2,2,202206,1,1036
9000099020,12784.81301,18609.43198,0,2,2,1,2,5,3,2,2,4,53,1,7,7,1,2,1,1,10,3,1,2,4,6,2,0,0,2,2,202206,0,1030
9000099026,29040.79842,38478.23559,0,2,1,1,2,5,3,2,3,24,53,1,6,6,2,4,3,1,6,3,2,3,4,6,2,2,0,4,2,202206,3,1030
9000099027,50944.6541,67968.35633,0,1,2,1,2,5,3,2,1,0,53,1,6,6,1,1,2,2,9,3,2,2,4,6,2,0,0,1,2,202207,0,1030
9000099035,14770.5842,19342.48766,0,1,2,1,2,5,3,2,1,0,53,1,4,4,1,1,1,2,9,3,3,2,4,6,2,0,0,1,2,202206,1,1030
9000099036,35471.01434,48935.73065,0,2,1,1,2,5,3,2,2,5,53,1,-7,7,1,2,4,1,2,3,3,4,4,6,2,0,0,2,2,202207,2,1030
9000099046,11300.49526,0,71393.15397,2,2,1,2,8,4,2,2,0,83,1,7,7,1,2,2,1,10,3,1,7,4,6,2,0,0,2,2,202206,0,1036
9000099054,11551.49156,0,85519.98703,1,1,4,2,8,4,2,1,2,83,1,4,4,1,1,1,2,9,3,1,1,2,6,1,0,0,1,2,202206,1,1036
9000104374,21030.11865,0,58635.09506,2,1,1,2,3,2,2,2,8,33,1,10,10,1,4,2,1,6,3,1,7,2,6,1,2,0,4,1,202207,2,1025
9000104376,12280.50151,17937.38087,0,1,1,1,2,6,3,2,1,3,63,1,6,6,1,1,1,2,1,3,1,6,2,6,1,0,0,1,1,202207,1,1031
9000104384,10576.48469,13302.58179,0,2,2,1,2,4,2,2,2,3,42,1,6,6,1,2,2,1,10,2,4,2,1,5,1,0,0,2,1,202208,0,1027
9000104389,62099.01356,73191.27211,0,1,3,3,1,2,1,1,0,0,21,1,1,1,97,1,0,2,1,1,5,2,1,4,1,0,0,1,1,202207,0,1023
9000104400,198518.2791,311346.1012,0,1,3,3,1,3,2,2,1,2,31,1,4,4,2,3,0,1,3,1,5,6,1,4,1,1,1,2,1,202207,1,1025
9000104404,13131.66735,0,50349.7565,1,2,2,2,7,3,2,1,2,73,1,1,1,2,1,0,2,9,3,3,1,1,3,1,0,0,1,1,202207,0,1033
9000104414,9050.215886,0,39149.80259,1,1,1,2,7,3,2,1,0,72,1,1,1,2,1,1,2,9,2,4,1,1,5,1,0,0,1,1,202207,0,1033
9000104445,19414.89257,33433.92274,0,3,1,1,2,9,4,2,3,7,92,1,10,10,1,3,3,1,10,2,5,6,1,5,1,0,0,3,1,202207,2,1037
9000104448,21029.88538,0,66073.86414,2,3,3,2,3,2,1,2,3,32,1,10,10,2,2,2,1,2,2,5,1,1,5,1,0,0,2,1,202207,2,1025
9000104453,9860.919712,13197.17128,0,2,2,1,2,7,3,2,1,2,72,1,5,5,1,2,2,1,10,2,5,6,1,5,1,0,0,2,1,202207,0,1033
9000104466,9253.840508,0,22756.17561,2,2,1,1,9,4,2,2,0,91,1,11,11,2,2,2,1,10,1,4,1,1,4,1,0,0,2,1,202207,0,1037
9000104472,20286.10827,29773.31349,0,3,3,1,2,1,1,2,2,2,13,1,7,7,1,3,2,1,8,3,3,6,1,2,1,0,0,3,1,202208,2,1021
9000104473,29614.73085,42478.31384,0,1,1,1,2,5,3,2,1,2,53,1,6,6,1,1,1,2,1,3,3,2,4,6,2,0,0,1,2,202208,1,1030
9000104477,27731.7357,44666.79017,0,1,2,2,1,2,1,2,1,2,21,1,11,11,1,1,1,2,1,1,5,3,1,4,1,0,0,1,1,202207,1,1023
9000104481,41849.46475,56195.66089,0,4,2,1,2,4,2,2,4,2,42,1,9,9,1,5,6,1,4,2,5,4,1,5,1,0,1,4,1,202207,2,1027
9000104484,14940.15348,23182.01965,0,2,1,1,2,5,3,2,3,0,52,1,10,10,1,3,2,1,8,2,4,2,1,5,1,1,0,3,1,202208,2,1029
9000104504,8489.847549,0,29231.25797,2,1,1,2,4,2,2,2,4,44,1,4,4,1,2,2,1,10,4,6,1,4,6,2,0,0,2,2,202207,0,1028
9000104506,41128.93844,59497.23751,0,2,1,1,2,7,3,2,2,0,72,1,6,6,1,2,2,1,10,2,5,4,1,5,1,0,0,2,1,202208,1,1033
9000104521,7741.833994,0,23272.43674,2,1,1,2,8,4,2,2,4,82,1,5,5,1,2,2,1,10,2,4,1,1,5,1,0,0,2,1,202208,1,1035
9000104535,80361.2247,0,303468.1643,3,3,1,2,4,2,2,3,0,42,2,3,3,1,4,3,1,4,2,4,1,1,5,1,1,0,3,1,202207,0,1027
9000104536,29246.10735,48952.42689,0,1,1,1,2,3,2,2,1,0,32,1,10,10,2,2,0,1,5,2,5,4,1,5,1,1,0,2,1,202208,0,1025
9000104537,22565.17035,0,71296.08804,2,2,3,1,2,1,2,1,4,21,1,11,11,3,2,1,1,2,1,5,1,1,4,1,0,0,2,1,202207,1,1023
9000104542,35757.25379,0,169569.0503,3,1,2,2,4,2,2,1,20,42,1,7,7,3,4,2,1,4,2,4,7,1,5,1,1,0,4,1,202208,1,1027
9000104546,30414.79793,45243.86719,0,3,3,1,2,6,3,2,2,2,62,1,5,5,1,4,2,1,6,2,4,4,1,3,1,1,0,4,1,202208,1,1031
9000104555,41942.36368,58183.15979,0,2,1,1,2,3,2,2,1,8,32,1,7,7,3,2,1,1,10,2,4,5,1,5,1,0,0,2,1,202208,0,1025
9000104589,16725.25043,26272.69542,0,2,2,1,1,9,4,2,2,2,91,1,10,10,2,2,4,1,2,1,5,6,1,4,1,0,0,2,1,202207,2,1037
9000104603,38129.70752,53246.26904,0,2,1,1,1,5,3,1,2,6,51,1,8,8,1,2,2,1,2,1,5,6,1,4,1,0,0,2,1,202207,2,1029
9000104614,31173.34053,0,129708.6133,3,1,1,2,5,3,1,3,0,53,1,8,8,1,5,1,1,6,3,3,1,1,3,1,2,0,5,1,202207,1,1029
9000104616,5124.473284,0,25801.63576,1,3,3,2,4,2,2,1,3,43,1,5,5,1,1,1,2,1,3,1,1,2,6,1,0,0,1,1,202207,1,1027
9000104636,20891.62464,29641.82471,0,1,2,3,1,2,1,2,1,1,21,1,2,2,1,1,1,2,9,1,5,4,1,4,1,0,0,1,1,202207,0,1023
9000104643,11703.71847,0,38464.44008,1,3,1,2,5,3,2,1,0,53,1,3,3,1,1,2,2,9,3,2,1,4,6,2,0,0,1,2,202207,0,1030
9000104649,37935.94789,55252.8988,0,2,3,2,2,7,3,2,2,7,73,1,5,5,1,2,2,1,7,3,2,2,1,2,1,0,0,2,1,202208,0,1034
9000104660,32803.46761,42659.83962,0,2,1,1,2,5,3,1,2,1,53,1,5,5,1,4,1,1,4,3,3,2,2,6,1,1,1,3,1,202208,0,1029
9000104663,31268.4592,40858.59743,0,1,1,1,2,4,2,2,1,0,43,1,7,7,1,1,3,2,1,3,1,5,2,6,1,0,0,1,1,202208,1,1027
9000104667,12736.0081,18508.57917,0,2,3,3,2,5,3,2,2,1,52,1,7,7,1,2,2,1,2,2,5,6,1,5,1,0,0,2,1,202208,1,1029
9000104677,22823.52996,0,65039.20968,1,2,4,2,9,4,2,1,0,93,1,6,6,1,1,1,2,9,3,1,1,1,1,1,0,0,1,1,202208,1,1037
9000104692,26879.25175,37465.56046,0,2,1,1,2,3,2,2,2,5,32,1,8,8,1,4,2,1,4,2,4,4,1,5,1,0,2,2,2,202208,2,1026
9000104695,11671.51056,16658.89811,0,2,1,1,2,3,2,2,2,3,33,1,8,8,1,2,3,1,2,3,1,4,1,1,1,0,0,2,1,202207,2,1025
9000104697,11907.11267,15832.89393,0,1,1,3,1,2,1,2,1,5,21,1,4,4,1,1,0,2,9,1,5,3,1,4,1,0,0,1,1,202208,0,1023
9000104698,38295.69016,56082.09275,0,2,3,1,2,3,2,2,1,8,33,1,5,5,2,3,1,1,4,3,3,6,1,2,1,0,1,2,1,202208,1,1025
9000104713,16479.76772,22017.60816,0,2,2,1,2,8,4,2,2,3,83,1,11,11,1,2,4,1,10,3,1,2,4,6,2,0,0,2,2,202207,2,1036
9000104723,28773.68203,38450.38645,0,2,3,3,1,1,1,2,1,0,11,1,8,8,3,2,1,2,2,1,5,2,1,4,1,0,0,2,1,202210,2,1021
9000104725,33372.13075,47927.62455,0,2,1,2,1,5,3,2,2,2,51,1,9,9,3,4,2,1,4,1,5,2,1,4,1,1,1,3,1,202208,0,1029
9000104726,13054.70987,18596.65775,0,2,3,3,2,5,3,2,2,2,52,1,4,4,1,3,1,1,4,2,4,4,1,5,1,0,1,2,1,202208,2,1029
9000104727,6541.878784,0,46335.00318,2,2,4,2,6,3,2,2,6,64,1,4,4,1,2,2,1,10,4,6,1,4,6,2,0,0,2,2,202207,0,1032
9000104743,7671.085326,10163.65063,0,1,2,4,2,3,2,2,1,4,34,1,2,2,1,1,3,2,1,4,6,2,4,6,2,0,0,1,2,202207,0,1026
9000104766,18722.95508,0,69457.10188,1,3,3,2,9,4,1,1,2,93,1,3,3,1,1,1,2,9,3,2,7,1,2,1,0,0,1,1,202207,0,1037
9000104786,37429.91989,47434.64551,0,4,1,1,2,4,2,2,4,7,43,1,6,6,1,4,4,1,8,3,3,6,1,3,1,0,0,4,1,202207,3,1027
9000104788,59862.98423,0,186351.308,2,1,1,2,7,3,2,3,4,73,1,7,7,1,3,4,1,8,3,3,1,4,6,2,1,0,3,2,202207,0,1034
9000104792,12271.64283,16148.10183,0,1,2,1,1,9,4,2,1,3,91,1,6,6,3,1,2,2,9,1,5,5,1,4,1,0,0,1,1,202209,0,1037
9000104801,12545.30297,0,30941.10258,1,1,1,2,6,3,2,1,2,63,1,9,9,1,3,1,1,5,3,3,1,1,2,1,2,0,3,1,202207,1,1031
9000104809,17451.84091,23295.43464,0,1,3,2,2,5,3,2,1,0,52,1,4,4,1,1,1,2,1,2,4,6,1,5,1,0,0,1,1,202208,0,1029
9000104830,99245.69491,163224.4973,0,1,2,5,2,7,3,2,1,0,72,1,3,3,1,1,1,2,9,2,5,4,4,6,2,0,0,1,2,202208,0,1034
9000104836,67663.96319,0,237175.1295,1,1,1,1,1,1,2,1,2,11,1,5,5,1,1,2,2,1,1,4,7,1,4,1,0,0,1,1,202207,1,1021
9000104840,109807.2941,160644.2634,0,2,3,1,2,8,4,2,2,0,82,1,6,6,3,3,2,1,4,2,4,4,1,5,1,0,1,2,1,202207,1,1035
9000104845,50071.29338,72383.47484,0,3,1,2,1,5,3,1,3,16,51,1,9,9,1,7,2,1,6,1,4,2,1,4,1,4,0,7,1,202208,3,1029
9000104846,20169.49664,30504.22368,0,2,1,1,1,5,3,2,2,5,51,1,11,11,1,2,2,2,2,1,5,6,1,4,1,0,0,2,1,202207,2,1029
9000104849,22251.4798,0,65079.28961,2,1,1,1,5,3,2,2,4,51,1,11,11,1,2,2,1,10,1,5,1,1,4,1,0,0,2,1,202208,1,1029
9000104850,13023.74272,0,48131.49463,4,1,1,2,2,1,2,4,9,23,1,7,7,1,4,4,1,10,3,1,1,1,2,1,0,0,4,1,202207,2,1023
9000104863,22412.72549,34203.84787,0,2,1,1,1,5,3,1,1,8,51,1,11,11,1,2,3,1,10,1,5,3,1,4,1,0,0,2,1,202208,1,1029
9000104870,12620.61194,0,44198.46147,2,1,1,2,3,2,2,2,8,33,1,7,7,1,2,3,1,2,3,3,7,1,2,1,0,0,2,1,202209,2,1025
9000104872,16188.61698,20748.28001,0,3,1,1,2,6,3,2,3,2,64,1,9,9,1,3,3,1,2,4,6,2,4,6,2,0,0,3,2,202208,2,1032
9000104874,38341.89831,63994.67713,0,2,1,1,2,3,2,2,2,6,34,1,11,11,1,2,2,1,10,4,6,6,4,6,2,0,0,2,2,202208,1,1026
9000104879,27298.53956,40161.73448,0,2,3,1,2,3,2,2,2,0,33,1,5,5,1,2,2,1,2,3,1,3,2,6,1,0,0,2,1,202207,1,1025
9000104881,26229.31038,0,88799.59082,2,3,3,1,5,3,2,2,4,51,1,6,6,1,2,2,1,2,1,5,7,1,4,1,0,0,2,1,202207,1,1029
9000104897,26647.37274,35819.19404,0,1,3,2,2,4,2,2,1,9,43,1,2,2,1,5,1,1,3,3,3,4,1,3,1,2,2,3,1,202208,0,1027
9000104903,49139.7243,81294.27234,0,2,1,1,1,3,2,2,2,4,31,1,10,10,1,2,3,1,2,1,5,6,1,4,1,0,0,2,1,202208,1,1025
9000104906,36494.17223,0,162437.6648,1,2,2,2,4,2,2,0,0,43,1,1,1,1,1,1,2,9,3,1,1,2,6,1,0,0,1,1,202207,0,1027
9000104923,29096.04657,43281.95863,0,1,1,1,2,4,2,2,1,2,43,1,5,5,1,1,2,2,1,3,1,4,4,6,2,0,0,1,2,202210,1,1028
9000104936,13128.67781,18683.5962,0,2,1,1,2,2,1,2,2,2,23,1,5,5,1,2,2,1,10,3,2,2,4,6,2,0,0,2,1,202208,0,1023
9000104939,31421.4081,47415.33291,0,1,1,1,1,1,1,2,1,9,11,1,6,6,1,1,1,2,1,1,4,3,1,4,1,0,0,1,1,202208,0,1021
9000104946,8448.785038,13338.69027,0,2,1,1,2,5,3,2,2,2,53,1,10,10,1,2,3,1,2,3,3,3,2,6,1,0,0,2,2,202208,2,1030
9000104949,18716.78804,26017.71999,0,1,1,3,1,3,2,2,1,4,31,1,8,8,1,1,1,2,1,1,4,4,1,4,1,0,0,1,1,202207,1,1025
9000104959,17897.69557,0,73552.09018,2,1,1,2,4,2,2,2,3,42,1,8,8,1,5,2,1,4,2,5,1,2,6,1,2,1,4,1,202207,2,1027
9000104960,8234.011382,12747.52838,0,2,1,1,2,6,3,2,2,6,62,1,7,7,1,2,2,1,2,2,4,5,1,3,1,0,0,2,1,202208,1,1031
9000104963,12084.87725,0,51548.28357,2,3,1,2,4,2,2,2,4,43,1,8,8,1,2,3,1,10,3,2,1,1,1,1,0,0,2,1,202207,0,1027
9000104964,46473.70997,0,181782.234,1,3,3,2,4,2,2,2,8,43,1,3,3,1,3,1,1,5,3,3,7,1,3,1,2,0,3,1,202208,0,1027
9000104970,5423.557961,0,18888.90834,2,2,1,2,5,3,2,2,1,53,1,6,6,1,2,2,1,10,3,1,7,4,6,2,0,0,2,2,202208,0,1030
9000104979,25812.22772,37596.75471,0,1,2,1,2,7,3,2,1,3,73,1,3,3,2,1,1,2,9,3,1,3,4,6,2,0,0,1,2,202208,0,1034
9000104981,16475.1435,22065.61388,0,1,3,3,2,1,1,2,1,3,13,1,6,6,1,1,1,2,1,3,3,2,1,2,1,0,0,1,1,202208,1,1021
9000104984,10290.58922,13675.53864,0,1,1,1,2,5,3,2,1,2,52,1,5,5,1,1,2,2,1,2,4,3,1,1,1,0,0,1,2,202207,1,1030
9000104986,46727.57407,0,137535.813,2,2,1,2,3,2,2,2,1,33,1,6,6,1,2,2,1,2,3,3,7,1,3,1,0,0,2,1,202207,2,1025
9000104993,7071.096211,8971.548286,0,3,1,1,2,3,2,2,2,3,34,1,7,7,1,4,1,1,6,4,6,2,4,6,2,1,0,4,2,202208,2,1026
9000105009,41517.35999,0,141360.9491,2,3,3,2,7,3,2,2,0,72,1,6,6,2,2,2,1,2,2,5,1,1,5,1,0,0,2,1,202208,2,1033
9000105014,31619.77216,43624.4711,0,1,3,3,1,2,1,2,0,2,21,1,9,9,3,1,0,2,1,1,5,5,1,4,1,0,0,1,1,202207,1,1023
9000105031,7424.675003,10104.69142,0,1,3,3,2,9,4,2,1,2,92,1,3,3,1,2,1,1,5,2,5,5,1,5,1,1,0,2,1,202207,0,1037
9000105033,12093.42205,16975.2848,0,2,2,1,1,5,3,2,2,4,51,1,9,9,1,2,2,1,2,1,5,6,2,6,1,0,0,2,1,202207,2,1029
9000105047,32717.60635,0,154749.4576,2,3,3,1,2,1,1,0,0,21,1,5,5,97,2,0,1,2,1,5,1,1,4,1,0,0,2,1,202207,1,1023
9000105051,32855.2115,48364.06957,0,2,1,1,2,5,3,2,2,2,53,1,8,8,1,3,2,1,4,3,3,4,1,2,1,0,1,2,1,202207,2,1029
9000105054,5601.061886,0,19967.69879,1,3,2,2,9,4,2,1,2,92,1,6,6,1,1,1,2,1,2,5,1,1,5,1,0,0,1,1,202207,1,1037
9000105062,11275.70016,0,39042.83608,1,3,3,2,9,4,2,1,4,92,1,5,5,1,1,1,2,9,2,5,1,1,5,1,0,0,1,1,202208,0,1037
9000105064,14650.00749,21965.38126,0,2,1,1,2,9,4,2,2,8,92,1,8,8,1,2,2,1,10,2,4,4,1,5,1,0,0,2,1,202207,0,1037
9000105078,42647.93811,54543.70498,0,1,3,3,2,4,2,2,1,3,42,1,3,3,1,1,1,2,9,2,4,5,1,5,1,0,0,1,1,202208,0,1027
9000105089,13000.96633,19413.14343,0,2,1,1,1,3,2,2,2,2,31,1,11,11,1,5,2,1,4,1,5,3,1,4,1,3,0,5,1,202207,1,1025
9000105091,29023.40222,0,109241.8782,2,1,1,2,4,2,2,2,4,43,1,11,11,1,2,1,1,2,3,1,7,1,1,1,0,0,2,1,202207,2,1027
9000105108,30408.10009,41549.17994,0,1,1,1,2,5,3,2,0,0,53,1,7,7,3,1,0,2,1,3,1,4,1,1,1,0,0,1,1,202208,1,1029
9000105115,23389.26375,0,81951.04444,2,2,1,2,2,1,2,2,6,23,1,8,8,1,2,2,1,2,3,1,7,4,6,2,0,0,2,1,202207,2,1023
9000105142,13007.39726,17192.81662,0,2,3,2,2,5,3,1,2,2,52,1,3,3,97,2,1,2,2,2,4,2,1,5,1,0,0,2,1,202208,0,1029
9000105143,59007.04677,66216.29823,0,1,1,4,2,6,3,2,1,1,62,1,6,6,1,1,2,2,1,2,4,4,4,6,2,0,0,1,2,202207,1,1032
9000105160,38864.24558,56173.47152,0,2,1,1,1,9,4,1,2,2,91,2,11,11,1,4,2,1,6,1,5,5,1,4,1,2,0,3,1,202207,2,1037
9000105164,16668.40052,24745.58871,0,2,1,3,2,2,1,2,2,2,22,1,10,10,1,2,3,1,2,2,4,6,4,6,2,0,0,2,1,202207,2,1023
9000105171,23029.54289,31475.84263,0,2,3,2,2,3,2,2,2,0,33,1,3,3,1,2,2,1,10,3,3,3,1,2,1,0,0,2,1,202207,1,1025
9000105196,19523.38964,26337.7499,0,1,1,1,2,5,3,2,1,2,53,1,4,4,1,1,2,2,1,3,2,3,1,2,1,0,0,1,1,202208,0,1029
9000105209,26370.38142,35894.88276,0,2,2,1,2,2,1,2,2,2,23,1,9,9,1,2,2,1,10,3,1,3,1,1,1,0,0,2,1,202209,0,1023
9000105245,14751.11723,0,46076.24178,2,1,2,1,2,1,2,2,2,21,1,8,8,1,2,1,1,10,1,5,7,1,4,1,0,0,2,1,202208,1,1023
9000105257,15422.10922,0,45174.75812,2,1,1,2,5,3,2,2,2,53,1,8,8,1,2,2,1,2,3,1,1,1,1,1,0,0,2,1,202208,2,1029
9000105278,37043.04225,58405.95849,0,1,3,3,2,6,3,2,1,0,63,1,6,6,3,1,1,2,1,3,1,4,4,6,2,0,0,1,1,202208,1,1031
9000105284,15571.50607,18263.44827,0,2,1,1,2,9,4,2,2,8,93,1,4,4,1,2,4,1,10,3,3,2,4,6,2,0,0,2,2,202208,1,1038
9000105294,32750.75715,45889.62255,0,2,3,3,1,2,1,2,0,8,21,1,6,6,1,2,0,1,2,1,5,5,1,4,1,0,0,2,1,202207,2,1023
9000105300,16543.61043,24976.28759,0,3,1,1,1,5,3,2,3,6,51,1,9,9,1,4,4,1,6,1,4,3,4,6,2,1,0,4,2,202208,3,1030
9000105301,43637.95651,58157.76769,0,2,1,1,2,3,2,2,2,4,34,1,7,7,3,2,2,1,2,4,6,4,4,6,2,0,0,2,2,202207,2,1026
9000105303,16230.78819,21906.57996,0,2,3,1,1,5,3,2,2,3,51,1,3,3,1,4,2,1,6,1,4,2,2,6,1,2,0,4,1,202208,1,1029
9000105308,13253.54818,0,38908.40565,1,2,1,1,2,1,2,1,0,21,1,8,8,1,1,1,2,9,1,5,1,1,4,1,0,0,1,1,202207,0,1023
9000105315,21607.03504,0,58279.5857,2,1,1,2,9,4,2,2,4,93,1,11,11,1,2,2,1,2,3,1,1,4,6,2,0,0,2,1,202207,2,1037
